,Report Author,Source,Short Source,U5 Population ('000s)
722,Solomon Islands National Statistics Office,"Solomon Islands Ministry of Health and Medical Services and the Pacific Community. 2017. Solomon Islands Demographic and Health Survey, 2015 (and additional analysis)",DHS-Style,93.586
723,UNICEF Somalia.,"Somalia end-decade multiple indicator cluster survey. Full technical report. Nairobi: UNICEF Somilia, 2001 (and additional analysis).",MICS,1777.544
724,UNICEF,"Monitoring the situation of women and children. Somalia multiple indicator cluster survey 2006. New York: UNICEF, 2007 (and additional analysis).",MICS,2057.311
725,"Food Security and Nutrition Analysis Unit, Food and Agricultural Organisation (FSNAU) and Centre for International Health and Development, Institute of Child Health (CIHD)",National Micronutrient and Anthropometric Survey Somalia 2009 (and additional analysis).,Other,2217.124
726,Project for Statistics on Living Standards and Development,"South Africans rich and poor: baseline household statistics. Project for statistics on living standards and development. Cape Town, 1994 (and additional analysis).",LSMS,5192.969
727,The South African Vitamin A Consultative Group.,"Children aged 6 to 71 months in South Africa, 1994: their anthropometric, vitamin A, iron and immunisation coverage status. Johannesburg, South Africa, 1995 (and additional analysis).",Other,5114.903
728,"Labadarios D, Steyn NP, Maunder E, MacIntryre U, Gericke G, Swart R, et al.","The National Food Consumption Survey (NFCS): South Africa, 1999. Public Health Nutrition 2005;8:533-43 (and additional analysis).",Other,4888.759
729,"Department of Health, Medical Research Council, OrcMacro.","South Africa demographic and health survey 2003 (SADHS). Demographic and Health Surveys. Pretoria: Department of Health, 2007 (and additional analysis).",DHS,4883.204
730,"Ardington C, Case A.","National income dynamics study (NIDS). Health: Analysis of the NIDS wave 1 dataset. Discussion paper no. 2. South Africa: The Presidency Republic of South Africa and SALDRU, 2009. (and additional analysis)",Other,5274.302
731,"Southern Africa Labour Development Research Unit (SALDRU), University of Cape Town",South Africa 2012 National Income Dynamics Study Wave 3 (and additional analysis),Other,5752.842
732,National Department of Health; Statistics South Africa; South African Medical Research Council; ICF International,"South Africa Demographic and Health Survey 2016. Pretoria, South Africa, and Rockville, Maryland, USA: NDoH, Stats SA, SAMRC, and ICF (and additional analysis)",DHS,5815.375
733,Government of National Unity and Government of Southern Sudan.,"Sudan household health survey (SHHS) - 2006. Khartoum and Juba: Government of National Unity, Government of Southern Sudan, December 2007 (additional analysis conducted by PAPFAM, June 2013).",PAPFAM,1335.359
734,Ministry of Health and National Bureau of Statistics.,"South Sudan Household Survey 2010. Final Report (MICS4). Juba, South Sudan, 2013 (and additional analysis)",MICS,1583.166
735,Ministry of Plan Implementation.,"Sri Lanka demographic and health survey 1987. Demographic and Health Surveys. Colombo, Sri Lanka, 1987 (and additional analysis).",DHS,1883.178
736,"Department of Census and Statistics, Ministry of Finance, Planning, Ethnic Affairs and National Integration.","Sri Lanka demographic and health survey 1993. Colombo, Sri Lanka, 1995 (and additional analysis).",DHS-Style,1723.478
737,Ramanujam P and Nestel P.,"Preliminary report on the fourth national nutrition and health survey July - August, 1995. The Ceylon Journal of Medical Science 1997;40:13-24 (and additional analysis).",Other,1716.268
738,"Department of Census and Statistics and Ministry of Health, Nutrition and Welfare.","Sri Lanka demographic and health survey 2000. Colombo, Sri Lanka, 2001 (and additional analysis).",DHS-Style,1641.32
739,"Department of Census and Statistics, Ministry of Health Care and Nutrition.","Sri Lanka demographic and health survey 2006/07: Preliminary report and selected tables from the chapters of the final report (I:\UnitData\SURVEILLANCE\GDCGM\data sets\Sri Lanka\DHS_MoH 2006_07_WHO\DHS_web_links.htm, accessed 03/07/09).",DHS-Style,1796.203
740,Jayatissa R.,"Nutrition and food security survey 2009. Colombo, Sri Lanka: Medical Research Institute, 2010.",Other,1792.258
741,"Jayatissa R, Gunathilaka MM, Fernando DN.","National nutrition and micronutrient survey. Part I: Anaemia among children aged 6-59 months and nutritional status of children and adults. Colombo, Sri Lanka, 2013 (and additional analysis).",Other,1764.381
742,Department of Census and Statistics (DCS),Sri Lanka 2016 Demographic and Health Survey (SLDHS),DHS-Style,1712.612
743,Palestinian Central Bureau of Statistics,"The health survey in the West Bank and Gaza Strip: main findings (MICS). Palestinian Central Bureau of Statistics. Ramallah, Palestine, 1996 (and additional analysis).",MICS,545.491
744,"Al Quds University, Johns Hopkins University and Global Marketing Consulting Group (Ramallah).",Rapid nutritional assessment for West Bank and Gaza Strip. Executive summary. September 2002 Accessed 05.01.10 http://anahri.alquds.edu/index_files/PNACR368.pdf.,Other,577.662
745,Palestinian National Authority,Palestine Demographic and health Survey 2004 Final Report,DHS-Style,573.084
746,Palestinian Central Bureau of Statistics.,"Palestinian family health survey, 2006: Final report. Ramallah, Palestine, 2007 (and additional analysis)",PAPFAM,577.712
747,Palestinian Central Bureau of Statistics.,"Final report of the Palestinian family survey 2010 (MICS). Ramallah, State of Palestine: Palestinian Central Bureau of Statistics, 2013 (and additional analysis)",MICS,625.242
748,Palestinian Central Bureau of Statistics.,"Palestinian Multiple Indicator Cluster Survey 2014, Final Report, Ramallah, Palestine (and additional analysis)",MICS,670.525
749,Government of National Unity and Government of Southern Sudan.,"Sudan household health survey (SHHS) - 2006. Khartoum and Juba: Government of National Unity, Government of Southern Sudan, December 2007 (additional analysis conducted by PAPFAM, June 2013).",PAPFAM,5265.818
750,"National Ministry of Health, Central Bureau of Statistics.","Sudan household health survey, second round 2010 (and additional analysis)",MICS,5557.947
751,"Central Bureau of Statistics (CBS), UNICEF Sudan.","Multiple Indicator Cluster Survey 2014 of Sudan, Final Report. Khartoum, Sudan: UNICEF and Central Bureau of Statistics (CBS), February 2016 (and additional analysis)",MICS,5829.274
752,Government of Suriname.,"Full report: Suriname multiple indicator cluster survey (MICS) 2000. Paramaribo, Suriname, March 2001 (and additional analysis).",MICS,53.65
753,"General Bureau of Statistics, Ministry of Planning and Development Cooperation and Ministry of Social Affairs and Housing.","Suriname multiple indicator cluster survey 2006, Final Report (MICS3). Paramaribo, Suriname, 2009 (and additional analysis).",MICS,53.171
754,"Ministry of Social Affairs and Housing, and General Bureau of Statistics.","Suriname multiple indicator cluster survey 2010, Final Report (MICS). Paramaribo, Suriname, 2012 (and additional analysis).",MICS,52.358
755,The League of Arab States,"Syrian maternal and child health survey (SMCHS). PAPCHILD surveys. Cairo: The League of Arab States, 1994 (and additional analysis).",PAPFAM,2158.072
756,Prime Minister's Council.,"Multiple indicator cluster survey in the Syrian Arab Republic (MICS). Central Bureau of Statistics. Damascus, The Syrian Arab Republic, 1996.",MICS,2185.907
757,"Council of Ministers, Central Office of Statistics, Arab Republic of Syria, and UNICEF","[Multiple Indicator Cluster Survey II (MICS II) concerning Child Health and Welfare. Main report.] Damascus, Syrian Arab Republic: UNICEF, 2002 (and additional analysis).",MICS,2432.026
758,"League of Arab States (PAPFAM) and Syrian Arab Republic, Office of the Prime Minister, Central Bureau of Statistics.","The family health survey in the Syrian Arab Republic. Principal Report. Cairo: The League of Arab States, 2002 (and additional analysis).",PAPFAM,2499.911
759,"Central Bureau of Statistics, Ministry of Health, State Planning Commission, UNICEF and PAPFAM/League of Arab States.",Syrian Arab Republic multiple indicator cluster survey 2006. February 2008 (and additional analysis).,MICS,2638.577
760,League of Arab States and Syrian Arab Republic.,"Family health survey of the Arab Republic of Syria 2009: Principal report (PAPFAM). Cairo: The League of Arab States, 2011 (and additional analysis).",PAPFAM,2942.763
761,McBurney R and Mason F.,"National nutrition survey, Tajikistan (September/October 1999). London, UK: Action Against Hunger UK, 2000 (and additional analysis).",NNS,895.637
762,McLachlan E.,"National nutrition survey of Tajikistan (September/October 2000). London, UK: Action Against Hunger UK, 2001 (and additional analysis).",NNS,892.437
763,"Walters T, Brown R.","Representative national nutrition survey Tajikistan (Sughd, RRS, Kouliab and Kurgan Teppe regions), October/November 2001. London, UK: Action Against Hunger UK, 2002 (and additional analysis).",NNS,886.613
764,Moloney G and Brown R.,"National nutrition survey Tajikistan, May/June 2002. Action against Hunger and European Community Humanitarian Office, 2002 (and additional analysis).",NNS,875.654
765,"Baronina E, Brasell-Jones T, Petersen J, Purves M.","National nutrition and water & sanitation survey, Tajikistan, October 2003. Dushanbe, Tajikistan: Action Against Hunger (lead agency nutrition) and Mercy Corps (lead agency wat/san), 2004 (and additional analysis).",Other,862.533
766,State Committee on Statistics of the Republic of Tajikistan.,"Tajikistan multiple indicator cluster survey 2005, Final Report. Dushanbe, Tajikistan: State Committee on Statistics of the Republic of Tajikistan, 2007 (and additional analysis).",MICS,856.773
767,State Committee on Statistics [Republic of Tajikistan] and UNICEF.,"Tajikistan living standards measurement survey 2007 (TLSS): Indicators at a glance. Dushanbe, Republic of Tajikistan: State Committee on Statistics and UNICEF, 2009 (and additional analysis)",LSMS,888.165
768,Ministry of Health and UNICEF [Tajikistan].,"Micronutrient status survey in Tajikistan, 2009. Dushanbe, Republic of Tajikistan: Ministry of Health and UNICEF, 2010 (and additional analysis).",Other,948.76
769,"Statistical Agency under the President of the Republic of Tajikistan (SA), Ministry of Health [Tajikistan], and ICF International.","Tajikistan demographic and health survey 2012. Demographic and Health Surveys. Dushanbe, Tajikistan, and Calverton, Maryland, USA: SA, MOH, and ICF International, 2013 (and additional analysis).",DHS,1099.494
770,Ministry of Health and Social Protection of the Republic of Tajikistan; The World Bank; UNICEF,National Micronutrient Status Survey in Tajikistan 2016,Other,1269.761
771,"Statistical Agency under the President of the Republic of Tajikistan, Ministry of Health and Social Protection of Population of the Republic of Tajikistan [Tajikistan], and ICF","Tajikistan Demographic and Health Survey 2017: Key Indicators. Rockville, Maryland, USA: Statistical Agency under the President of the Republic of Tajikistan(SA), Ministry of Health and Social Protection of Population of the Republic of Tajikistan and ICF (and additional analysis)",DHS,1303.516
772,"Chayovan N, Kamnuansilpa P, Knodel J.","Thailand demographic and health survey 1987. Demographic and Health Surveys. Institute of Population Studies, Chulalongkorn University. Bangkok, Thailand, 1988 (and additional analysis).",DHS,5586.318
773,"Kitvorapat W, Chaotilittakul N, Sinawat S, Wanaratana L.",Random survey on nutritional status of children of ages under five. Thailand Journal of Health Promotion and Environmental Health 1996;19:57-66 (and additional analysis).,Other,5223.68
774,Ministry of Public Health.,"The fourth national nutrition survey of Thailand 1995. Department of Health. Bangkok, Thailand 1998 (and additional analysis).",NNS,5125.275
775,Thailand National Statistical Office.,"Thailand multiple indicator cluster survey December 2005 - February 2006, Final report. Bangkok, Thailand: National Statistical Office, 2006 (and additional analysis).",MICS,4182.899
776,"National Statistical Office (NSO), UNICEF, Ministry of Public Health (MOPH), National Health Security Office (NHSO), Thai Health Promotion Foundation","International Health Policy Program (IHPP). Thailand multiple indicator cluster survey 2012. MICS. Bangkok, Thailand: NSO, UNICEF, MOPH, NHSO, THPF, IHPP, 2013 (and additional analysis)",MICS,4007.509
777,National Statistical Office and United Nations Childrenâ€™s Fund,"Thailand Multiple Indicator Cluster Survey 2015- 2016, Final Report, NSO and UNICEF, Bangkok, 2016 (and additional analysis0",MICS,3784.092
778,UNICEF,"Multiple indicator cluster survey (MICS - 2002). UNICEF, Dili, Timor-Leste, 2003 (and additional analysis).",MICS,155.057
779,"Ministry of Health (MOH) Timor Leste, University of Newcastle, Australian National University and ACIL.","Timor Leste 2003 demographic and health survey. Newcastle, NSW, Australia: MOH and University of Newcastle, 2003 (and additional analysis).",Other,159.679
780,National Statistics Directorate (DirecÃ§ao Nacional de EstatÃ­stica) and World Bank.,"Final statistical abstract: Timor-Leste survey of living standards 2007. http://dne.mof.gov.tl/TLSLS/StatisticalData/6_Health/Main%20Tables/index.htm, accessed 27 March 2012.",LSMS,169.326
781,"National Statistics Directorate (NSD) [Timor-Leste], Ministry of Finance [Timor-Leste], and ICF Macro.","Timor-Leste demographic and health survey 2009-10. Demographic and Health Surveys. Dili, Timor-Leste: NSD [Timor-Leste] and ICF Macro, 2010 (and additional analysis).",DHS,163.288
782,Ministry of Health Democratic Republic of Timor-Leste.,"Timor-Leste food and nutrition survey, Final report 2015. Dili, Timor Leste: Ministry of Health, 2015 (and additional analysis)",Other,154.874
783,"AgounkÃ© A, Assogba M, Anipah K.","EnquÃªte dÃ©mographique et de santÃ© au Togo 1988. Demographic and Health Surveys. Direction Generale de la SantÃ©. LomÃ©, Togo, 1989 (and additional analysis).",DHS,653.615
784,MinistÃ¨re du Plan et de l'Amenagement du Territoire et UNICEF,"EnquÃªte national sur la situation des enfants au Togo en 1995 (MICS -Togo -96). LomÃ©, RÃ©publique Togolaise: MinistÃ¨re du Plan et de l'Amenagement du Territoire et UNICEF, September 1996.",MICS,726.957
785,"Anipah K, Mboup G, Ouro-Gnao AM, Boukpessi B, Messan PA, Salami-Odjo R.","Enquete dÃ©mographique et de santÃ©, Togo 1998. Demographic and Health Surveys. MinistÃ¨re de la Planification et du DÃ©veloppement Economique, Direction de la Statistique. LomÃ©, Togo, 1999 (and aditional analysis).",DHS,768.985
786,Direction Generale de la Statistique et de la ComptabilitÃ© Nationale and UNICEF.,"RÃ©sultats de l'enquÃªte nationale Ã  indicateurs multiples, Togo 2006. Rapport final, aÃ´ut 2007 (and additional analysis).",MICS,974.05
787,MinistÃ¨re de la SantÃ© et UNICEF. Rapport d'enquÃªte nationale nutrition,"Rapport d'enquÃªte nationale nutrition et survie des enfants de 0 Ã  59 mois, pratique d'alimentation de nourrisson et du jeune enfants. SMART. Togo, dÃ©cembre 2008",SMART,1022.384
788,Direction GÃ©nÃ©rale de la Statistique et de la ComptabilitÃ© Nationale (DGSCN).,"EnquÃªte par grappes Ã  indicateurs multiples MICS Togo, 2010: Rapport final. LomÃ©, Togo: DGSCN, 2010 (and additional analysis).",MICS,1065.211
789,"Ministere de la Sante, La Republique du Togo; UNICEF","Enquette Nutritionnelle Nationale Utilisant La Methodologie SMART, Togo 20 Juin-7 Juillet 2012",SMART,1102.655
790,"MinistÃ¨re de la Planification, du DÃ©veloppement et de l'AmÃ©nagement du Territoire (MPDAT), MinistÃ¨re de la SantÃ© (MS) et ICF International.","EnquÃªte dÃ©mographique et de santÃ© au Togo 2013-2014. Demographic and Health Surveys. Rockville, Maryland, USA : MPDAT, MS et ICF International, 2015 (and additional analysis)",DHS,1132.623
791,"Citation suggÃ©rÃ©e : Institut National de la Statistique et des Etudes Economiques et DÃ©mographiques (INSEED),","MICS6 TOGO, 2017, Rapport final. LomÃ©, Togo",MICS,1174.306
792,"Maclean E, Badcock J, Bach F.","The 1986 national nutrition survey of the Kingdom of Tonga. Technical report National Food and Nutrition Committee. Nuku'alofa: Government of the Kingdom of Tonga, 1987 (and additional analysis).",NNS,14.521
793,"Tonga Department of Statistics and Tonga Ministry of Health, SPC and UNFPA.","Tonga demographic and health survey 2012. Noumea, New Caledonia: Secretariat of the Pacific Community, 2013.",DHS-Style,13.28
794,"Heath K, Da Costa-Martinez D, Sheon AR.","Trinidad and Tobago demographic and health survey 1987. Demographic and Health Surveys. Family Planning Association of Trinidad and Tobago. Port-of-Spain, Trinidad, 1988 (and additional analysis).",DHS,153.931
795,UNICEF,2000 Multiple indicator cluster survey Trinidad and Tobago: Full report. UNICEF website (and additional analysis).,MICS,89.616
796,"Ministry of Social Development and Family Services, Central Statistical Office and UNICEF","Trinidad and Tobago Multiple Indicator Cluster Survey 2011, Key Findings & Tables. Port of Spain, Trinidad and Tobago: Ministry of Social Development and Familyvices, Central Statistical Office and UNICEF. 2017 (and additional analysis)",MICS,97.593
797,"Aloui T, Ayad M, Fourati H.","EnquÃªte dÃ©mographique et de santÃ© en Tunisie 1988. Demographic and Health Surveys. Office National de la Famille et de la Population. Tunis, Tunisie, 1989 (and additional analysis).",DHS,1072.401
798,"MinistÃ¨re de la SantÃ© Publique, Institut National de Nutrition et de Technologie Alimentaire.","EnquÃªte nationale 1996-1997. Evaluation de l'Ã©tat nutritionnel de la population Tunisienne: Rapport national. Tunis, Tunisia: Sotepa Grafic, 1998 (and additional analysis).",NNS,898.842
799,UNICEF,"Tunisia multiple indicator cluster survey II 2000 (MICS II). Tunis, Tunisia: 2000 (and additional analysis).",MICS,840.666
800,"MinistÃ¨re de la SantÃ© Publique, Office National de la Famille et de la Population et UNICEF.","EnquÃªte sur la santÃ© et le bien Ãªtre de la mÃ¨re et l'enfant: MICS 3. Tunis, Tunisia, 2008 (and additional analysis conducted by PAPFAM).",MICS,802.318
801,"MinistÃ¨re du DÃ©veloppement et de la CoopÃ©ration Internationale (MDCI), Institut National de la Statistique (INS) et UNICEF.","Suivi de la situation des enfants et des femmes en Tunisie- EnquÃªte par grappes Ã  indicateurs multiples 2011-2012: Rapport Final. MICS. Tunis, Tunisie: MDCI, INS, UNICEF, 2013 (and additional analysis)",MICS,923.428
802,Institut National de la Statistique et UNICEF,"EnquÃªte par grappes Ã  indicateurs multiples (MICS), 2018, Rapport Final. Tunisie: le MinistÃ¨re du DÃ©veloppement de lâ€™Investissement et de la CoopÃ©ration Internationale (MDICI)",MICS,1035.907
803,"Ministry of Health [Turkey], Hacettepe University Institute of Population Studies, and Macro International Inc.","Turkey demographic and health survey, 1993. Demographic and Health Surveys. Ankara, Turkey, 1994 (and additional analysis).",DHS,6445.376
804,Ministry of Health.,"Multiple indicator cluster survey in Turkey 1995. Ankara: National Bureau of Statistics, 1996 (and additional analysis).",MICS,6438.95
805,"Hacettepe University, Institute of Population Studies","Turkish demographic and health survey 1998. Demographic and Health Surveys. Hacettepe University, Institute of Population Studies. Ankara, Turkey, 1999 (and additional analysis).",DHS,6565.825
806,"Hacettepe University Institute of Population Studies, Turkey.","Demographic and health survey, 2003. Ankara, Turkey: Hacettepe University Institute of Population Studies, MoH General Directorate of Mother and Child Health and Family Planning, State Planning Organization and the EU, 2004 (and additional analysis)",DHS,6580.835
807,"Hacettepe University Institute of Population Studies, Ministry of Health General Directorate of Mother and Child Health and Family Planning, T.R. Prime Minister Undersecretary of State Planning Organization and TÃœBITAK","Turkey Demographic and Health Survey 2008. Ankara, Turkey: Institute of Population Studies, Hacettepe University (and additional analysis)",DHS,6379.973
808,Hacettepe University Institute of Population Studies.,"2013 Turkey demographic and health survey. Ankara, Turkey: Hacettepe University Institute of Population Studies, T.R. Ministry of Development and TÃœBYTAK, 2014 (and additional analysis)",DHS,6645.944
809,Hacettepe University Institute of Population Studies,"2018 Turkey Demographic and Health Survey. Hacettepe University Institute of Population Studies, T.R. Presidency of Turkey Directorate of Strategy and Budget and TÃœBÄ°TAK, Ankara, Turkey.",DHS-Style,6749.274
810,"Gurbansoltan Eje Clinical Research Center for MCH (GECRCMCH), Ministry of Health & Medical Industry.","Turkmenistan demographic and health survey 2000. Demographic and Health Surveys. Calverton, Maryland, USA: GECRCMCH and ORC Macro, 2001(and additional analysis).",DHS,489.647
811,National Institute of State Statistics and Information [Turkmenistan].,"Turkmenistan multiple indicator cluster survey 2006, Final Report. Ashgabat, Turkmenistan: Turkmenmillihasabat, 2006 (and additional analysis).",MICS,522.462
812,The State Committee of Statistics of Turkmenistan and UNICEF,"2015-2016 Turkmenistan Multiple Indicator Cluster Survey, Final Report (and additional analysis)",MICS,678.765
813,"Central Statistics Division (TCSD), SPC and Macro International Inc.","Tuvalu demographic and health survey. DHS. Noumea, New Caledonia: TCSD, SPC and Macro International Inc, 2007 (accessed 22/12/09 http://www.spc.int/sdp/index.php?option=com_docman&task=cat_view&gid=53&Itemid=42).",DHS-Style,1
814,"Kaijuka EM, Kaija EZA, Cross AR, Loaiza E.","Uganda demographic and health survey 1988/89. Demographic and Health Surveys. Ministry of Health. Entebbe, Uganda, 1989 (and additional analysis).",DHS,3180.747
815,Statistics Department [Uganda] and Macro International Inc.,"Uganda demographic and health survey 1995. Demographic and Health Surveys. Calverton, Maryland: Statistics Department and Macro International Inc., 1996 (and additional analysis).",DHS,4100.305
816,Uganda Bureau of Statistics (UBOS) and ORC Macro.,"Uganda demographic and health survey 2000-2001. Demographic and Health Surveys. Calverton, Maryland, USA: UBOS and ORC Macro, 2001 (and additional analysis).",DHS,4736.456
817,Uganda Bureau of Statistics (UBOS) and Macro International Inc.,"Uganda demographic and health survey 2006. Demographic and Health Surveys. Calverton, Maryland, USA: UBOS and Macro International Inc., 2007 (and additional analysis).",DHS,5654.524
818,Uganda Bureau of Statistics,The Uganda National Panel Survey (UNPS) 2009/10,LSMS,6110.879
819,Uganda Bureau of Statistics (UBOS) and ICF International Inc.,"Uganda demographic and health survey 2011. Demographic and Health Surveys. Kampala, Uganda: UBOS and Calverton, Maryland: ICF International Inc., 2012 (and additional analysis).",DHS,6424.52
820,Uganda Bureau of Statistics (UBOS).,"Uganda National Panel Survey (UNPS) - Wave III. Kampala, Uganda: UBOS, 2013 (and additional analysis).",LSMS,6568.534
821,Uganda Bureau of Statistics,The Uganda National Panel Survey (UNPS) 2013/14,LSMS,6856.724
822,Uganda Bureau of Statistics (UBOS); ICF,"Uganda Demographic and Health Survey 2016. Kampala, Uganda and Rockville, Maryland, USA: UBOS and ICF. 2018 (and additional analysis)",DHS,7198.326
823,State Statistics Committee of Ukraine.,2000 Multiple indicator cluster survey (full report). MICS. (and additional analysis).,MICS,2160.097
824,"Ngallaba S, Kapiga SH, Ruyobya I, Boerma JT.","Tanzania demographic and health survey 1991/92. Demographic and Health Surveys. Dar es Salaam, United Republic of Tanzania, 1992 (and additional analysis).",DHS,4710.997
825,Bureau of Statistics [Tanzania] and Macro International Inc.,"Tanzania demographic and health survey 1996. Demographic and Health Surveys. Calverton, Maryland: Bureau of Statistics and Macro International Inc., 1997 (and additional analysis).",DHS,5383.096
826,National Bureau of Statistics (NBS) [Tanzania] and ORC Macro.,"Tanzania reproductive and child health survey 1999. Demographic and Health Surveys. Calverton, Maryland: National Bureau of Statistics [Tanzania] and Macro International Inc., 2000 (and additional analysis).",DHS,5627.864
827,National Bureau of Statistics (NBS) [Tanzania] and ORC Macro.,"Tanzania demographic and health survey 2004-05. Demographic and Health Surveys. Dar es Salaam, Tanzania: National Bureau of Statistics and ORC Macro, 2005 (and additional analysis).",DHS,6576.269
828,National Bureau of Statistics (NBS) [Tanzania].,"Tanzania National Panel Survey Report (NPS) â€“Round 1, 2008 - 2009. Dar es Salaam, Tanzania: NBS, 2009 (and additional analysis)",LSMS,7706.205
829,National Bureau of Statistics (NBS) [Tanzania] and ICF Macro.,"Tanzania demographic and health survey 2010. Demographic and Health Surveys. Dar es Salaam, Tanzania: NBS and ICF Macro, 2011 (and additional analysis).",DHS,7901.238
830,National Bureau of Statistics (NBS) [Tanzania].,"Tanzania National Panel Survey Report (NPS) - Wave 2, 2010 - 2011. Dar es Salaam, Tanzania: NBS, 2012 (and additional analysis)",LSMS,8090.972
831,National Bureau of Statistics (NBS) [Tanzania].,"Tanzania National Panel Survey Report (NPS) - Wave 3, 2012 - 2013. Dar es Salaam, Tanzania: NBS, 2014 (and additional analysis).",LSMS,8426.615
832,"Tanzania Food and Nutrition Centre, Ministry of Health and Social Welfare.","Tanzania national nutrition survey 2014: Final report. United Republic of Tanzania, December 2014.",SMART,8593.615
833,National Bureau of Statistics (NBS) [Tanzania].,"Tanzania demographic and health survey 2015-16. Demographic and Health Surveys. Dar es Salaam, Tanzania: NBS and ICF International, 2016 (and additional analysis)",DHS,8770.56
834,"Ministry of Health, Community Development, Gender, Elderly and Children (MoHCDGEC) [Tanzania Mainland], Ministry of Health (MoH) [Zanzibar], Tanzania Food and Nutrition Centre (TFNC), National Bureau of Statistics (NBS), Office of the Chief Government Statistician (OCGS) [Zanzibar] and UNICEF","Tanzania National Nutrition Survey using SMART Methodology (TNNS) 2018. Dar es Salaam, Tanzania: MoHCDGEC, MoH, TFNC, NBS, OCGS, and UNICEF.",SMART,9316.107
835,"National Center for Health Statistics, Centers for Disease Control and Prevention.","Plan and operation of the third national health and nutrition examination survey, 1988-94 (NHANES III). Vital Health Statistics 1994;32:1-2 (and additional analysis).",NHANES,19515.152
836,"Hedley AA, Ogden CL, Johnson CL, Carroll MD, Curtin LR, Flegal KM.","Prevalence of overweight and obesity among US children, adolescents, and adults, 1999-2002. JAMA 2004;291:2847-50 (and additional analysis).",NHANES,19359.971
837,Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS).,"National Health and Nutrition Examination Survey Data. Hyattsville, MD: U.S. Department of Health and Human Services, CDC, [2003-06 combined][wwwn.cdc.gov/nchs/nhanes/search/nhanes03_04.aspx and wwwn.cdc.gov/nchs/nhanes/search/nhanes05_06.aspx].",NHANES,20270.037
838,Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS).,"National Health and Nutrition Examination Survey Data. Hyattsville, MD: U.S. Department of Health and Human Services, CDC, [2007-10 combined][wwwn.cdc.gov/nchs/nhanes/search/nhanes07_08.aspx and wwwn.cdc.gov/nchs/nhanes/search/nhanes09_10.aspx].",NHANES,20974.629
839,Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS).,"National Health and Nutrition Examination Survey Data. Hyattsville, MD: U.S. Department of Health and Human Services, CDC, [2011-12] [wwwn.cdc.gov/nchs/nhanes/search/nhanes11_12.aspx].",NHANES,20679.186
840,Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS).,"National Health and Nutrition Examination Survey Data. Hyattsville, MD: U.S. Department of Health and Human Services, CDC, [2013-14]",NHANES,20151.215
841,Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS).,"National Health and Nutrition Examination Survey Data. Hyattsville, MD: U.S. Department of Health and Human Services, CDC, [2015-16]",NHANES,19595.177
842,Bove MI.,"Uruguay: Situacion alimentario-nutricional, algunos factores condicionantes 1970-87. Document prepared for the ACC/SCN. Montevideo, Uruguay, 1987 (and additional analysis).",Other,258.776
843,"Bove I, Campoy C, Uauy R, Miranda T, Cerruti F.","Trends in early growth indices (stunting and overweight) in the first 24 months of life in Uruguay over the past decade. Public Health Nutrition 2013 (in press). Encuesta nacional sobre estado nutricional, prÃ¡cticas de alimentaciÃ³n y anemia. Montevideo, Uruguay: MSP, MIDES, RUANDI, UNICEF, 2011 (and additional analysis).",Other,273.671
844,Ministerio de Salud Publica.,"Sistema de vigilancia del estado nutricional (SISVEN), 2002. Programa Nacional de NutriciÃ³n. Montevideo, Uruguay, 2007.",Surveillance,261.276
845,"Bove I, Campoy C, Uauy R, Miranda T, Cerruti F.","Trends in early growth indices (stunting and overweight) in the first 24 months of life in Uruguay over the past decade. Public Health Nutrition 2013 (in press). Encuesta nacional sobre estado nutricional, prÃ¡cticas de alimentaciÃ³n y anemia. Montevideo, Uruguay: MSP, MIDES, RUANDI, UNICEF, 2011 (and additional analysis).",Other,258.592
846,Ministerio de Salud Publica.,"Sistema de vigilancia del estado nutricional (SISVEN), 2004. Programa Nacional de NutriciÃ³n. Montevideo, Uruguay, 2007.",Surveillance,255.985
847,"Bove I, Campoy C, Uauy R, Miranda T, Cerruti F.",Trends in early growth indices (stunting and overweight) in the first 24 months of life in Uruguay over the past decade. Public Health Nutrition 2013 (in press) (and additional analysis),Other,246.557
848,"Bove I, Campoy C, Uauy R, Miranda T, Cerruti F",Trends in early growth indices (stunting and overweight) in the first 24 months of life in Uruguay over the past decade. Public Health Nutrition 2013 (in press) (and additional analysis),Other,234.756
849,Institute of Obstetrics and Gynecology [Uzbekistan] and Macro International Inc.,"Uzbekistan demographic and health survey 1996. Demographic and Health Surveys. Calverton, Maryland: Institute of Obstetrics and Gynecology and Macro International Inc., 1997 (and additional analysis).",DHS,3227.16
850,"Analytical and Information Center, Ministry of Health of the Republic of Uzbekistan, State Department of Statistics, Ministry of Macroeconomics and Statistics [Uzbekistan], and ORC Macro","Uzbekistan health examination survey 2002. Demographic and Health Surveys. Calverton, Maryland, USA: Analytical and Information Center, State Department of Statistics, and ORC Macro, 2004 (and additional analysis)",SDHS,2642.641
851,UNICEF and State Statistical Committee of the Republic of Uzbekistan.,"Uzbekistan multiple indicator cluster survey 2006, Final report. Tashkent, Uzbekistan: UNICEF, 2007 (and additional analysis).",MICS,2597.219
